Transaction_ID,amount,user_id,device,label,time_of_day,transaction_frequency
602,154.462853294794,19,tablet,0,evening,16
603,111.76448044773903,12,desktop,0,morning,1
604,575.1954568257227,9,tablet,0,night,7
605,28.183960571134598,7,tablet,0,evening,8
606,487.53281773607563,28,mobile,0,night,13
607,218.24608411967992,14,tablet,0,evening,4
608,352.5564019683912,31,desktop,0,morning,8
609,778.0466884350265,19,tablet,0,night,16
610,941.8251291900626,47,tablet,0,afternoon,6
611,81.69210942487808,16,mobile,0,night,6
612,538.8997839166807,5,tablet,0,evening,16
613,883.708150961404,35,tablet,0,morning,7
614,91.68344909601707,12,desktop,0,evening,1
615,826.2689064278655,25,mobile,0,night,16
616,364.22333741898865,21,mobile,0,night,15
617,328.873755197142,36,mobile,0,afternoon,13
618,977.6917224516379,23,tablet,0,morning,8
619,208.85049896367124,16,mobile,1,morning,6
620,696.2620014144542,39,tablet,0,night,7
621,823.2263207297677,45,tablet,0,morning,3
622,50.77166032647896,42,desktop,0,afternoon,7
623,673.681603770868,39,desktop,0,evening,7
624,952.0344746117737,14,desktop,0,morning,4
625,132.97776706077877,31,desktop,0,night,8
626,897.2590896581879,5,desktop,0,evening,16
627,598.8288710031667,35,tablet,0,evening,7
628,620.4385360438492,23,tablet,0,afternoon,8
629,616.8147331169499,29,mobile,0,night,2
630,305.8475274739407,43,tablet,0,morning,10
631,935.8497971464651,11,tablet,0,night,18
632,947.8769580047283,18,desktop,0,evening,5
633,629.0516136118083,47,tablet,0,night,6
634,785.5884986821985,12,desktop,0,morning,1
635,616.1354060223464,9,mobile,0,morning,7
636,489.5544630983002,10,mobile,1,afternoon,11
637,664.2119171162582,44,tablet,0,morning,16
638,557.4714380660389,17,mobile,1,morning,14
639,601.5011040056108,38,tablet,0,night,8
640,785.9942278846734,7,mobile,0,night,8
641,486.094793134495,46,desktop,0,evening,10
642,50.34656503154804,13,desktop,0,afternoon,3
643,172.35948617960227,40,desktop,0,night,12
644,444.221144324643,42,desktop,0,morning,7
645,727.5782942753177,9,tablet,0,evening,7
646,597.345861827077,27,mobile,0,night,13
647,653.7912440147194,2,tablet,0,afternoon,19
648,484.4861392905244,5,desktop,0,afternoon,16
649,619.5846017228204,29,tablet,1,evening,2
650,335.72726343651556,37,mobile,0,evening,2
651,475.4807667696984,38,tablet,1,evening,8
652,746.8362749390061,19,mobile,0,evening,16
653,873.11445118339,8,tablet,0,evening,17
654,439.318780616825,48,mobile,0,morning,18
655,53.22504113028758,45,mobile,0,morning,3
656,170.05581870533462,1,desktop,0,night,3
657,30.65252789862272,22,mobile,0,afternoon,4
658,656.7303890449568,17,desktop,0,morning,14
659,338.99147910155784,7,desktop,0,morning,8
660,547.0538493621739,25,desktop,1,morning,16
661,498.34407831596155,45,tablet,0,night,3
662,90.71122465690243,4,tablet,0,evening,3
663,409.2287475125935,36,tablet,0,night,13
664,228.35551367310003,6,tablet,0,afternoon,12
665,424.2157907809762,31,mobile,0,afternoon,8
666,211.54249753882024,19,mobile,0,afternoon,16
667,842.0478822141641,44,tablet,0,afternoon,16
668,182.45140321247112,39,mobile,0,morning,7
669,961.1727459721071,27,mobile,0,morning,13
670,421.7482924854714,10,desktop,0,night,11
671,847.7828390988589,26,desktop,0,evening,4
672,632.4771700238856,19,desktop,1,afternoon,16
673,737.9967956790952,39,desktop,0,night,7
674,770.0466491861125,3,mobile,0,morning,4
675,509.7964330740876,45,tablet,0,morning,3
676,547.8675181296555,13,mobile,0,evening,3
677,518.8559091306377,28,mobile,0,evening,13
678,592.1777943091785,20,mobile,0,evening,15
679,39.10050129894222,28,desktop,1,night,13
680,401.5600181505251,8,desktop,0,morning,17
681,610.1268264255598,41,desktop,1,morning,19
682,601.7463296033058,39,tablet,1,evening,7
683,795.0265336595752,1,mobile,0,afternoon,3
684,658.4592454437875,3,tablet,0,evening,4
685,992.2119831772657,13,desktop,1,night,3
686,291.01598332255855,28,tablet,0,evening,13
687,365.55951936956916,49,mobile,0,evening,18
688,390.0086803491183,25,mobile,1,night,16
689,471.15467895004605,33,desktop,0,evening,11
690,837.6380831433974,38,desktop,0,morning,8
691,243.43417301961776,6,tablet,0,afternoon,12
692,778.2402049650752,44,desktop,0,evening,16
693,411.257081254886,45,desktop,0,night,3
694,605.8368298253885,32,mobile,0,afternoon,15
695,636.215127894043,45,desktop,0,night,3
696,379.1201508170451,47,desktop,0,afternoon,6
697,517.4890531537471,21,mobile,0,afternoon,15
698,418.90086290122,16,mobile,0,evening,6
699,78.44145832475326,21,tablet,0,morning,15
700,442.7937349286583,11,desktop,0,evening,18
701,106.41945862801666,37,mobile,0,night,2
702,410.9705910895183,36,tablet,0,night,13
703,596.9892158334641,35,tablet,0,afternoon,7
704,583.6207503500658,19,desktop,1,afternoon,16
705,665.9950662182372,20,desktop,0,morning,15
706,104.30889287508003,18,tablet,0,evening,5
707,655.6020130751335,47,mobile,0,night,6
708,319.0265761294826,41,tablet,0,afternoon,19
709,405.05548667574,49,desktop,0,morning,18
710,859.4063913834788,14,mobile,0,night,4
711,18.94010008825475,15,mobile,0,afternoon,13
712,592.5285070071994,31,tablet,0,night,8
713,602.7268402991065,1,desktop,0,morning,3
714,402.69317858012636,3,tablet,0,morning,4
715,244.65757853725282,16,tablet,0,night,6
716,242.32729787893558,23,tablet,0,evening,8
717,884.8725729641451,11,mobile,0,night,18
718,447.60413004502897,12,mobile,0,afternoon,1
719,337.5804693592802,10,desktop,0,evening,11
720,454.289798093089,32,desktop,0,afternoon,15
721,672.6964974447677,16,tablet,0,night,6
722,154.29900256230417,8,tablet,0,evening,17
723,454.93949686160033,38,tablet,0,afternoon,8
724,592.0055273992831,12,desktop,0,night,1
725,949.0975213029194,24,mobile,0,night,16
726,260.00250425466504,28,mobile,1,evening,13
727,365.6582404370831,8,tablet,0,night,17
728,385.56500402319955,28,tablet,0,morning,13
729,609.482776068434,36,tablet,0,afternoon,13
730,363.16473250960166,26,tablet,0,afternoon,4
731,538.1768060466986,8,desktop,0,night,17
732,783.9724265465791,28,mobile,0,night,13
733,708.3317381710815,28,tablet,0,morning,13
734,451.9049600474597,37,desktop,1,evening,2
735,865.5740158974272,41,tablet,0,night,19
736,562.5588470979243,36,tablet,1,night,13
737,544.5067811071904,27,mobile,0,night,13
738,43.8458882797666,17,tablet,0,night,14
739,986.82605055359,9,mobile,0,afternoon,7
740,131.74110044433047,33,mobile,0,night,11
741,238.81960330337014,20,mobile,0,afternoon,15
742,61.179868869111694,13,desktop,0,night,3
743,643.6029371685446,28,desktop,0,evening,13
744,232.4541652029532,48,mobile,0,morning,18
745,188.21033309799625,29,tablet,0,evening,2
746,97.67002838100898,13,mobile,0,night,3
747,112.27586755277551,46,tablet,0,night,10
748,588.8239934381628,35,mobile,0,night,7
749,691.3257872079295,6,tablet,0,evening,12
750,403.405198579757,18,desktop,0,night,5
751,485.0981107761525,5,tablet,0,evening,16
752,689.1080586231543,47,mobile,0,afternoon,6
753,27.20599228362484,25,desktop,1,morning,16
754,329.89935049957575,2,tablet,0,morning,19
755,973.366770589643,10,tablet,0,evening,11
756,584.3111073985134,30,tablet,0,afternoon,3
757,261.6823340985183,45,tablet,0,evening,3
758,526.512746169851,5,tablet,0,afternoon,16
759,349.2269532397062,33,desktop,0,night,11
760,536.9225389380362,1,desktop,0,afternoon,3
761,134.48409668858233,18,desktop,0,afternoon,5
762,141.38750728108462,32,desktop,1,afternoon,15
763,152.10693841899894,47,mobile,0,morning,6
764,940.4215940075733,49,desktop,0,afternoon,18
765,735.5699291579284,11,tablet,0,night,18
766,170.7580757156977,21,tablet,0,night,15
767,196.46559292794544,26,desktop,1,night,4
768,733.5211801221676,25,tablet,0,afternoon,16
769,164.60220634425218,22,desktop,0,evening,4
770,242.21568040148037,27,tablet,0,evening,13
771,963.7133644921951,49,mobile,0,night,18
772,262.7534594811475,13,mobile,0,morning,3
773,665.0160268674352,33,desktop,0,evening,11
774,978.8449745265251,34,desktop,0,afternoon,9
775,380.55379946839474,41,desktop,0,evening,19
776,27.340830953441614,35,tablet,0,night,7
777,251.70581751815052,1,desktop,0,morning,3
778,832.5684194282884,21,mobile,0,evening,15
779,865.9627475954863,48,tablet,0,evening,18
780,770.8341708785533,6,desktop,0,night,12
781,121.97872088580729,28,tablet,0,morning,13
782,797.5552679794391,17,tablet,0,morning,14
783,919.4910190235693,5,desktop,1,night,16
784,604.6034471207737,31,tablet,0,afternoon,8
785,941.4666027746842,5,mobile,0,evening,16
786,828.5704948747587,38,mobile,0,afternoon,8
787,670.3018018209982,3,tablet,0,evening,4
788,581.4133843446307,23,desktop,0,evening,8
789,355.0879305695508,37,tablet,0,afternoon,2
790,167.6945707903771,37,mobile,0,night,2
791,608.9043834636354,10,tablet,1,night,11
792,324.9304380819383,10,tablet,0,evening,11
793,867.774280852369,19,mobile,0,night,16
794,993.4035679850422,17,tablet,0,evening,14
795,754.9034849894168,21,tablet,0,night,15
796,99.57687833418024,14,desktop,0,evening,4
797,295.79873957533175,9,desktop,0,night,7
798,118.01853544809222,46,mobile,0,morning,10
799,654.0065313137986,1,mobile,0,afternoon,3
800,767.5389559102268,45,mobile,0,morning,3
801,926.4180825719046,13,desktop,0,afternoon,3
802,443.7906229478678,4,mobile,0,afternoon,3
803,902.3618930925599,1,mobile,0,evening,3
804,879.1122474509143,49,mobile,0,afternoon,18
805,324.02375959774463,40,desktop,0,morning,12
806,870.2116192851653,32,tablet,0,morning,15
807,381.91552936290924,34,mobile,0,night,9
808,303.900581814678,28,tablet,0,morning,13
809,652.5839122064491,31,mobile,0,night,8
810,335.09741560623024,8,tablet,0,afternoon,17
811,633.9066608458528,39,desktop,0,morning,7
812,613.7334874437076,26,desktop,0,afternoon,4
813,567.8045380749742,34,mobile,0,morning,9
814,386.6155071904697,3,tablet,0,morning,4
815,553.014724434962,12,desktop,0,night,1
816,600.5206202355673,1,mobile,0,afternoon,3
817,550.2300196105186,44,mobile,1,morning,16
818,449.97525822368954,5,desktop,0,evening,16
819,24.52038647580117,30,desktop,0,afternoon,3
820,591.1910906241394,30,mobile,0,afternoon,3
821,176.75994129129245,17,tablet,1,afternoon,14
822,646.1502092577177,48,tablet,0,night,18
823,761.7508846436373,47,tablet,0,evening,6
824,505.44085603943404,23,mobile,0,afternoon,8
825,546.9400283299409,15,desktop,0,morning,13
826,951.9637740693313,37,mobile,0,morning,2
827,848.6956877588484,21,desktop,0,night,15
828,915.0941507919553,14,tablet,1,morning,4
829,815.6286254363905,2,tablet,0,afternoon,19
830,117.82915842826412,11,desktop,0,morning,18
831,157.50193741049276,39,desktop,0,afternoon,7
832,531.35755929627,38,mobile,0,morning,8
833,253.60896221001826,34,tablet,0,evening,9
834,481.9285202907476,38,mobile,0,night,8
835,400.42167058016673,34,mobile,0,night,9
836,553.9200960461488,18,mobile,0,evening,5
837,749.4069589744645,30,tablet,0,evening,3
838,718.3359980282817,15,mobile,0,night,13
839,526.021791160481,27,mobile,0,evening,13
840,824.1694846288875,34,mobile,0,afternoon,9
841,436.55347062265304,38,mobile,0,morning,8
842,897.7471469417211,33,mobile,0,night,11
843,80.56746735461226,24,mobile,0,evening,16
844,955.1134297329744,15,tablet,1,afternoon,13
845,658.1461506170347,30,mobile,0,night,3
846,386.27376384783327,42,desktop,0,evening,7
847,205.18258530714857,17,mobile,0,night,14
848,484.39139714916394,5,mobile,0,evening,16
849,202.61273995344797,29,tablet,0,night,2
850,174.66829166571074,4,tablet,0,afternoon,3
851,621.1782398388444,10,desktop,0,afternoon,11
852,527.8538773359668,17,desktop,0,morning,14
853,673.3950742648323,10,tablet,0,night,11
854,930.3098186477692,17,tablet,0,morning,14
855,536.9376112056498,20,mobile,0,night,15
856,585.1227327301698,24,tablet,0,evening,16
857,98.73007576339269,5,desktop,0,evening,16
858,720.4594280495432,34,mobile,0,morning,9
859,405.9061547361146,6,desktop,0,night,12
860,976.9579862759531,2,mobile,0,morning,19
861,824.9422754397036,13,tablet,0,afternoon,3
862,527.2562301109572,43,desktop,0,morning,10
863,131.9904276304444,43,mobile,0,morning,10
864,860.8216353477833,48,mobile,0,evening,18
865,801.7832844697814,11,tablet,0,morning,18
866,192.73927824166265,47,tablet,0,night,6
867,302.325506328107,23,tablet,0,evening,8
868,795.4731855663589,16,desktop,0,morning,6
869,193.37616208193558,31,mobile,0,afternoon,8
870,918.5749642796635,11,tablet,0,morning,18
871,430.28215094439827,16,desktop,0,morning,6
872,96.16857296178206,8,desktop,0,morning,17
873,817.5911570692381,4,desktop,0,evening,3
874,379.7745862080037,40,tablet,0,night,12
875,531.2342022122432,4,tablet,0,afternoon,3
876,121.18130096710698,25,mobile,0,morning,16
877,12.55817469653256,3,mobile,0,night,4
878,641.6053537353647,32,tablet,0,night,15
879,520.0234186303943,3,desktop,0,evening,4
880,597.6031834319157,27,desktop,0,afternoon,13
881,795.8064118767112,29,desktop,0,evening,2
882,650.1398542886316,32,mobile,0,night,15
883,183.0257083991034,19,desktop,0,night,16
884,367.16479391949383,21,mobile,1,night,15
885,906.8321937398828,5,mobile,0,evening,16
886,772.2452532491621,18,desktop,0,afternoon,5
887,561.07068735735,28,desktop,0,morning,13
888,263.08854783117954,42,tablet,0,evening,7
889,309.0398968164471,22,tablet,0,night,4
890,734.6384869097782,21,desktop,0,evening,15
891,852.6625182442431,6,mobile,0,night,12
892,674.7104228353082,1,mobile,0,morning,3
893,811.4346760107574,5,mobile,0,morning,16
894,768.989573848402,41,mobile,0,afternoon,19
895,158.20692827738816,12,mobile,0,night,1
896,429.705364784169,26,tablet,1,afternoon,4
897,161.45396282027704,46,desktop,0,afternoon,10
898,242.88322895396496,34,tablet,0,morning,9
899,870.567028404542,49,mobile,1,evening,18
900,478.1630459768503,14,mobile,0,evening,4
901,540.0045208242343,26,mobile,1,afternoon,4
902,186.6615055754944,45,mobile,0,morning,3
903,319.14906818830804,27,desktop,0,night,13
904,237.94370674359124,9,mobile,0,evening,7
905,214.12430287324216,26,desktop,0,afternoon,4
906,641.5811853828104,47,mobile,0,evening,6
907,264.3150091692577,22,desktop,1,evening,4
908,635.6953311602143,47,tablet,0,night,6
909,67.87006796746837,30,mobile,0,morning,3
910,150.35664959183083,43,desktop,0,night,10
911,281.7948514601241,48,tablet,0,morning,18
912,601.0764477267347,17,mobile,0,evening,14
913,679.0828326365022,26,mobile,0,afternoon,4
914,448.28979711173184,36,mobile,0,night,13
915,451.3330054314567,1,desktop,0,morning,3
916,727.2716828846319,8,desktop,0,evening,17
917,25.662880847926616,49,tablet,0,morning,18
918,347.67912422947836,35,desktop,0,morning,7
919,820.5199865480404,15,desktop,0,morning,13
920,607.1872161112385,47,mobile,0,evening,6
921,343.8548614278662,22,mobile,0,afternoon,4
922,906.4695444063772,14,mobile,0,afternoon,4
923,774.8965001748887,26,mobile,0,afternoon,4
924,272.2464927643661,28,mobile,0,morning,13
925,648.8369391504597,23,mobile,0,evening,8
926,599.7932209070672,14,mobile,0,morning,4
927,407.17603489859283,24,tablet,0,afternoon,16
928,373.2865184127527,2,tablet,0,afternoon,19
929,350.1248700279469,45,tablet,0,evening,3
930,620.9842255616903,26,tablet,0,morning,4
931,447.9858371158628,14,mobile,0,night,4
932,833.5444821189078,7,tablet,0,night,8
933,672.9065899726222,3,mobile,0,afternoon,4
934,79.23228965233979,47,tablet,0,evening,6
935,643.7665415898844,23,desktop,0,morning,8
936,278.43596213518293,46,tablet,0,morning,10
937,596.8838717368884,43,tablet,0,afternoon,10
938,683.3306117924169,47,mobile,0,afternoon,6
939,238.52089726247195,45,tablet,0,morning,3
940,462.29005843156494,18,desktop,0,morning,5
941,198.4216141908771,38,mobile,0,afternoon,8
942,61.815487028643226,35,mobile,1,morning,7
943,384.6916592510104,15,tablet,0,night,13
944,369.31482912753205,25,mobile,0,afternoon,16
945,995.5256857972145,37,mobile,1,morning,2
946,451.8888276856657,28,mobile,0,afternoon,13
947,340.2338539774784,10,mobile,1,evening,11
948,584.6702566495079,39,mobile,0,afternoon,7
949,97.87972016669077,17,mobile,0,afternoon,14
950,962.0490785952651,39,desktop,0,evening,7
951,638.6104451351229,22,tablet,0,night,4
952,757.2894417414393,26,desktop,0,morning,4
953,178.77315879217838,44,mobile,0,evening,16
954,415.38307447515183,25,mobile,0,afternoon,16
955,428.4622222622276,17,tablet,0,morning,14
956,823.588379462076,13,desktop,0,evening,3
957,11.224312961815349,20,tablet,0,morning,15
958,307.84457726972255,25,desktop,1,morning,16
959,981.4240106008608,4,mobile,0,evening,3
960,480.1376780711564,10,tablet,0,morning,11
961,388.7010174415682,3,tablet,0,night,4
962,128.6307119974699,41,mobile,0,evening,19
963,974.4229823417354,45,tablet,0,night,3
964,29.826092366566222,18,desktop,0,afternoon,5
965,739.8084227571707,47,desktop,0,morning,6
966,770.9138067406234,36,desktop,0,afternoon,13
967,251.22014890322797,47,desktop,0,afternoon,6
968,674.8428591769069,22,mobile,0,morning,4
969,101.99985293559602,34,tablet,0,evening,9
970,264.4767937677591,47,desktop,0,morning,6
971,790.0229684093423,8,mobile,0,afternoon,17
972,866.0393301132049,40,tablet,0,afternoon,12
973,612.4015485331934,49,tablet,0,evening,18
974,511.7700475022778,44,mobile,0,morning,16
975,167.7109804127905,19,mobile,0,afternoon,16
976,72.47794274835866,42,desktop,0,night,7
977,126.47253818882304,41,tablet,0,afternoon,19
978,235.0837270951378,37,tablet,0,afternoon,2
979,348.25775687795164,6,mobile,0,evening,12
980,387.10043025587737,26,tablet,0,night,4
981,352.8585509031135,34,desktop,0,afternoon,9
982,246.66477887529294,45,tablet,0,afternoon,3
983,514.6270042841811,6,mobile,0,night,12
984,827.0332471505678,37,mobile,0,morning,2
985,286.9065030867644,33,desktop,0,morning,11
986,942.9631489112107,22,desktop,0,afternoon,4
987,874.6032951066094,21,tablet,0,afternoon,15
988,170.1465692385885,6,tablet,0,morning,12
989,788.4131971895235,6,mobile,0,evening,12
990,578.841508494589,48,desktop,0,night,18
991,570.9096085497043,4,desktop,0,night,3
992,397.1323354275927,30,desktop,0,evening,3
993,506.14146919018964,11,tablet,0,evening,18
994,403.2069896549189,30,desktop,0,evening,3
995,544.3352925723434,31,mobile,0,evening,8
996,631.6705522449095,24,mobile,0,evening,16
997,677.560768344958,9,tablet,0,evening,7
998,537.1563806338319,3,tablet,0,night,4
999,724.2078466554444,31,desktop,0,evening,8
1000,149.86526878275075,40,tablet,0,morning,12
